,Forecast
2022-05-13,3612.843354416328
2022-05-14,3657.995118008815
2022-05-15,3657.068118898767
2022-05-16,3606.451925232887
2022-05-17,3614.377502439516
2022-05-18,3682.318011222963
2022-05-19,3625.06724973759
2022-05-20,3614.579827053206
2022-05-21,3659.731590645693
2022-05-22,3658.8045915356447
2022-05-23,3608.1883978697647
2022-05-24,3616.1139750763937
2022-05-25,3684.0544838598407
2022-05-26,3626.8037223744677
2022-05-27,3616.3162996900837
2022-05-28,3661.4680632825707
2022-05-29,3660.5410641725225
2022-05-30,3609.9248705066425
2022-05-31,3617.8504477132715
2022-06-01,3685.7909564967185
2022-06-02,3628.5401950113455
2022-06-03,3618.0527723269615
2022-06-04,3663.2045359194485
2022-06-05,3662.2775368094003
2022-06-06,3611.6613431435203
2022-06-07,3619.5869203501493
2022-06-08,3687.5274291335963
2022-06-09,3630.2766676482233
2022-06-10,3619.7892449638393
2022-06-11,3664.9410085563263
2022-06-12,3664.014009446278
2022-06-13,3613.397815780398
2022-06-14,3621.323392987027
2022-06-15,3689.263901770474
2022-06-16,3632.013140285101
2022-06-17,3621.525717600717
2022-06-18,3666.677481193204
2022-06-19,3665.750482083156
2022-06-20,3615.134288417276
2022-06-21,3623.059865623905
2022-06-22,3691.000374407352
2022-06-23,3633.749612921979
2022-06-24,3623.262190237595
2022-06-25,3668.413953830082
2022-06-26,3667.4869547200337
2022-06-27,3616.8707610541537
2022-06-28,3624.7963382607827
2022-06-29,3692.7368470442298
2022-06-30,3635.4860855588568
2022-07-01,3624.9986628744728
2022-07-02,3670.1504264669597
2022-07-03,3669.2234273569115
2022-07-04,3618.6072336910315
2022-07-05,3626.5328108976605
2022-07-06,3694.4733196811076
2022-07-07,3637.2225581957346
2022-07-08,3626.7351355113506
2022-07-09,3671.8868991038375
2022-07-10,3670.9598999937893
2022-07-11,3620.3437063279093
2022-07-12,3628.2692835345383
2022-07-13,3696.2097923179854
2022-07-14,3638.9590308326124
2022-07-15,3628.4716081482284
2022-07-16,3673.6233717407154
2022-07-17,3672.696372630667
2022-07-18,3622.080178964787
2022-07-19,3630.005756171416
2022-07-20,3697.946264954863
2022-07-21,3640.69550346949
2022-07-22,3630.208080785106
2022-07-23,3675.359844377593
2022-07-24,3674.432845267545
2022-07-25,3623.816651601665
2022-07-26,3631.742228808294
2022-07-27,3699.682737591741
2022-07-28,3642.431976106368
2022-07-29,3631.944553421984
2022-07-30,3677.096317014471
2022-07-31,3676.1693179044228
2022-08-01,3625.5531242385428
2022-08-02,3633.4787014451717
2022-08-03,3701.419210228619
2022-08-04,3644.168448743246
2022-08-05,3633.681026058862
2022-08-06,3678.832789651349
2022-08-07,3677.9057905413006
2022-08-08,3627.2895968754206
2022-08-09,3635.2151740820495
2022-08-10,3703.1556828654966
2022-08-11,3645.9049213801236
2022-08-12,3635.4174986957396
2022-08-13,3680.5692622882266
2022-08-14,3679.6422631781784
2022-08-15,3629.0260695122984
2022-08-16,3636.9516467189273
2022-08-17,3704.8921555023744
2022-08-18,3647.6413940170014
2022-08-19,3637.1539713326174
2022-08-20,3682.3057349251044
2022-08-21,3681.378735815056
2022-08-22,3630.762542149176
2022-08-23,3638.688119355805
2022-08-24,3706.628628139252
2022-08-25,3649.377866653879
2022-08-26,3638.890443969495
2022-08-27,3684.042207561982
2022-08-28,3683.115208451934
2022-08-29,3632.499014786054
2022-08-30,3640.424591992683
2022-08-31,3708.36510077613
2022-09-01,3651.114339290757
2022-09-02,3640.626916606373
2022-09-03,3685.77868019886
2022-09-04,3684.851681088812
2022-09-05,3634.235487422932
2022-09-06,3642.1610646295608
2022-09-07,3710.101573413008
2022-09-08,3652.850811927635
2022-09-09,3642.363389243251
2022-09-10,3687.515152835738
2022-09-11,3686.5881537256896
2022-09-12,3635.9719600598096
2022-09-13,3643.8975372664386
2022-09-14,3711.8380460498856
2022-09-15,3654.5872845645126
2022-09-16,3644.0998618801286
2022-09-17,3689.2516254726156
2022-09-18,3688.3246263625674
2022-09-19,3637.7084326966874
2022-09-20,3645.6340099033164
2022-09-21,3713.5745186867634
2022-09-22,3656.3237572013904
2022-09-23,3645.8363345170064
2022-09-24,3690.9880981094934
2022-09-25,3690.061098999445
2022-09-26,3639.444905333565
2022-09-27,3647.370482540194
2022-09-28,3715.3109913236412
2022-09-29,3658.0602298382682
2022-09-30,3647.5728071538842
2022-10-01,3692.7245707463712
2022-10-02,3691.797571636323
2022-10-03,3641.181377970443
2022-10-04,3649.106955177072
2022-10-05,3717.047463960519
2022-10-06,3659.796702475146
2022-10-07,3649.309279790762
2022-10-08,3694.461043383249
2022-10-09,3693.534044273201
2022-10-10,3642.917850607321
2022-10-11,3650.84342781395
2022-10-12,3718.783936597397
2022-10-13,3661.533175112024
2022-10-14,3651.04575242764
2022-10-15,3696.197516020127
2022-10-16,3695.2705169100786
2022-10-17,3644.6543232441986
2022-10-18,3652.5799004508276
2022-10-19,3720.5204092342747
2022-10-20,3663.2696477489017
2022-10-21,3652.7822250645177
2022-10-22,3697.9339886570046
2022-10-23,3697.0069895469564
2022-10-24,3646.3907958810764
2022-10-25,3654.3163730877054
2022-10-26,3722.2568818711525
2022-10-27,3665.0061203857795
2022-10-28,3654.5186977013955
2022-10-29,3699.6704612938825
2022-10-30,3698.7434621838343
2022-10-31,3648.1272685179542
2022-11-01,3656.052845724583
2022-11-02,3723.9933545080303
2022-11-03,3666.7425930226573
2022-11-04,3656.2551703382733
2022-11-05,3701.4069339307603
2022-11-06,3700.479934820712
2022-11-07,3649.863741154832
2022-11-08,3657.789318361461
2022-11-09,3725.729827144908
2022-11-10,3668.479065659535
2022-11-11,3657.991642975151
2022-11-12,3703.143406567638
2022-11-13,3702.21640745759
2022-11-14,3651.60021379171
2022-11-15,3659.525790998339
2022-11-16,3727.466299781786
2022-11-17,3670.215538296413
2022-11-18,3659.728115612029
2022-11-19,3704.879879204516
2022-11-20,3703.9528800944677
2022-11-21,3653.3366864285877
2022-11-22,3661.2622636352166
2022-11-23,3729.2027724186637
2022-11-24,3671.9520109332907
2022-11-25,3661.4645882489067
2022-11-26,3706.6163518413937
2022-11-27,3705.6893527313455
2022-11-28,3655.0731590654655
2022-11-29,3662.9987362720944
2022-11-30,3730.9392450555415
2022-12-01,3673.6884835701685
2022-12-02,3663.2010608857845
2022-12-03,3708.3528244782715
2022-12-04,3707.4258253682233
2022-12-05,3656.8096317023433
2022-12-06,3664.7352089089723
2022-12-07,3732.6757176924193
2022-12-08,3675.4249562070463
2022-12-09,3664.9375335226623
2022-12-10,3710.0892971151493
2022-12-11,3709.162298005101
2022-12-12,3658.546104339221
2022-12-13,3666.47168154585
2022-12-14,3734.412190329297
2022-12-15,3677.161428843924
2022-12-16,3666.67400615954
2022-12-17,3711.825769752027
2022-12-18,3710.898770641979
2022-12-19,3660.282576976099
2022-12-20,3668.208154182728
2022-12-21,3736.148662966175
2022-12-22,3678.897901480802
2022-12-23,3668.410478796418
2022-12-24,3713.562242388905
2022-12-25,3712.6352432788567
2022-12-26,3662.0190496129767
2022-12-27,3669.9446268196057
2022-12-28,3737.8851356030527
2022-12-29,3680.6343741176797
2022-12-30,3670.1469514332957
2022-12-31,3715.2987150257827
2023-01-01,3714.3717159157345
2023-01-02,3663.7555222498545
2023-01-03,3671.6810994564835
2023-01-04,3739.6216082399305
2023-01-05,3682.3708467545575
2023-01-06,3671.8834240701735
2023-01-07,3717.0351876626605
2023-01-08,3716.1081885526123
2023-01-09,3665.4919948867323
2023-01-10,3673.4175720933613
2023-01-11,3741.3580808768083
2023-01-12,3684.1073193914353
2023-01-13,3673.6198967070513
2023-01-14,3718.7716602995383
2023-01-15,3717.84466118949
2023-01-16,3667.22846752361
2023-01-17,3675.154044730239
2023-01-18,3743.094553513686
2023-01-19,3685.843792028313
2023-01-20,3675.356369343929
2023-01-21,3720.508132936416
2023-01-22,3719.581133826368
2023-01-23,3668.964940160488
2023-01-24,3676.890517367117
2023-01-25,3744.831026150564
2023-01-26,3687.580264665191
2023-01-27,3677.092841980807
2023-01-28,3722.244605573294
2023-01-29,3721.3176064632457
2023-01-30,3670.7014127973657
2023-01-31,3678.6269900039947
2023-02-01,3746.5674987874418
2023-02-02,3689.3167373020688
2023-02-03,3678.8293146176848
2023-02-04,3723.9810782101717
2023-02-05,3723.0540791001235
2023-02-06,3672.4378854342435
2023-02-07,3680.3634626408725
2023-02-08,3748.3039714243196
2023-02-09,3691.0532099389466
2023-02-10,3680.5657872545626
2023-02-11,3725.7175508470496
2023-02-12,3724.7905517370014
2023-02-13,3674.1743580711213
2023-02-14,3682.0999352777503
2023-02-15,3750.0404440611974
2023-02-16,3692.7896825758244
2023-02-17,3682.3022598914404
2023-02-18,3727.4540234839274
2023-02-19,3726.527024373879
2023-02-20,3675.910830707999
2023-02-21,3683.836407914628
2023-02-22,3751.776916698075
2023-02-23,3694.526155212702
2023-02-24,3684.038732528318
2023-02-25,3729.190496120805
2023-02-26,3728.263497010757
2023-02-27,3677.647303344877
2023-02-28,3685.572880551506
2023-03-01,3753.513389334953
2023-03-02,3696.26262784958
2023-03-03,3685.775205165196
2023-03-04,3730.926968757683
2023-03-05,3729.9999696476348
2023-03-06,3679.3837759817548
2023-03-07,3687.3093531883837
2023-03-08,3755.249861971831
2023-03-09,3697.999100486458
2023-03-10,3687.511677802074
2023-03-11,3732.663441394561
2023-03-12,3731.7364422845126
2023-03-13,3681.1202486186326
2023-03-14,3689.0458258252615
2023-03-15,3756.9863346087086
2023-03-16,3699.7355731233356
2023-03-17,3689.2481504389516
2023-03-18,3734.3999140314386
2023-03-19,3733.4729149213904
2023-03-20,3682.8567212555104
2023-03-21,3690.7822984621394
2023-03-22,3758.7228072455864
2023-03-23,3701.4720457602134
2023-03-24,3690.9846230758294
2023-03-25,3736.1363866683164
2023-03-26,3735.209387558268
2023-03-27,3684.593193892388
2023-03-28,3692.518771099017
2023-03-29,3760.459279882464
2023-03-30,3703.208518397091
2023-03-31,3692.721095712707
2023-04-01,3737.872859305194
2023-04-02,3736.945860195146
2023-04-03,3686.329666529266
2023-04-04,3694.255243735895
2023-04-05,3762.195752519342
2023-04-06,3704.944991033969
2023-04-07,3694.457568349585
2023-04-08,3739.609331942072
2023-04-09,3738.682332832024
2023-04-10,3688.066139166144
2023-04-11,3695.9917163727728
2023-04-12,3763.93222515622
2023-04-13,3706.681463670847
2023-04-14,3696.194040986463
2023-04-15,3741.34580457895
2023-04-16,3740.4188054689016
2023-04-17,3689.8026118030216
2023-04-18,3697.7281890096506
2023-04-19,3765.6686977930976
2023-04-20,3708.4179363077246
2023-04-21,3697.9305136233406
2023-04-22,3743.0822772158276
2023-04-23,3742.1552781057794
2023-04-24,3691.5390844398994
2023-04-25,3699.4646616465284
2023-04-26,3767.4051704299754
2023-04-27,3710.1544089446024
2023-04-28,3699.6669862602184
2023-04-29,3744.8187498527054
2023-04-30,3743.891750742657
2023-05-01,3693.275557076777
2023-05-02,3701.201134283406
2023-05-03,3769.1416430668532
2023-05-04,3711.8908815814802
2023-05-05,3701.4034588970962
2023-05-06,3746.5552224895832
2023-05-07,3745.628223379535
2023-05-08,3695.012029713655
2023-05-09,3702.937606920284
2023-05-10,3770.878115703731
2023-05-11,3713.627354218358
2023-05-12,3703.139931533974
2023-05-13,3748.291695126461
2023-05-14,3747.364696016413
2023-05-15,3696.748502350533
2023-05-16,3704.674079557162
2023-05-17,3772.614588340609
2023-05-18,3715.363826855236
2023-05-19,3704.876404170852
2023-05-20,3750.028167763339
2023-05-21,3749.1011686532906
2023-05-22,3698.4849749874106
2023-05-23,3706.4105521940396
2023-05-24,3774.3510609774867
2023-05-25,3717.1002994921137
2023-05-26,3706.6128768077297
2023-05-27,3751.7646404002166
2023-05-28,3750.8376412901684
2023-05-29,3700.2214476242884
2023-05-30,3708.1470248309174
2023-05-31,3776.0875336143645
2023-06-01,3718.8367721289915
2023-06-02,3708.3493494446075
2023-06-03,3753.5011130370945
2023-06-04,3752.5741139270463
2023-06-05,3701.9579202611662
2023-06-06,3709.883497467795
2023-06-07,3777.8240062512423
2023-06-08,3720.5732447658693
2023-06-09,3710.0858220814853
2023-06-10,3755.2375856739723
2023-06-11,3754.310586563924
2023-06-12,3703.694392898044
2023-06-13,3711.619970104673
2023-06-14,3779.56047888812
2023-06-15,3722.309717402747
2023-06-16,3711.822294718363
2023-06-17,3756.97405831085
2023-06-18,3756.047059200802
2023-06-19,3705.430865534922
2023-06-20,3713.356442741551
2023-06-21,3781.296951524998
2023-06-22,3724.046190039625
2023-06-23,3713.558767355241
2023-06-24,3758.710530947728
2023-06-25,3757.7835318376797
2023-06-26,3707.1673381717997
2023-06-27,3715.0929153784286
2023-06-28,3783.0334241618757
2023-06-29,3725.7826626765027
2023-06-30,3715.2952399921187
2023-07-01,3760.4470035846057
2023-07-02,3759.5200044745575
2023-07-03,3708.9038108086775
2023-07-04,3716.8293880153064
2023-07-05,3784.7698967987535
2023-07-06,3727.5191353133805
2023-07-07,3717.0317126289965
2023-07-08,3762.1834762214835
2023-07-09,3761.2564771114353
2023-07-10,3710.6402834455553
2023-07-11,3718.5658606521843
2023-07-12,3786.5063694356313
2023-07-13,3729.2556079502583
2023-07-14,3718.7681852658743
2023-07-15,3763.9199488583613
2023-07-16,3762.992949748313
2023-07-17,3712.376756082433
2023-07-18,3720.302333289062
2023-07-19,3788.242842072509
2023-07-20,3730.992080587136
2023-07-21,3720.504657902752
2023-07-22,3765.656421495239
2023-07-23,3764.729422385191
2023-07-24,3714.113228719311
2023-07-25,3722.03880592594
2023-07-26,3789.979314709387
2023-07-27,3732.728553224014
2023-07-28,3722.24113053963
2023-07-29,3767.392894132117
2023-07-30,3766.4658950220687
2023-07-31,3715.8497013561887
2023-08-01,3723.7752785628177
2023-08-02,3791.7157873462647
2023-08-03,3734.4650258608917
2023-08-04,3723.9776031765077
2023-08-05,3769.1293667689947
2023-08-06,3768.2023676589465
2023-08-07,3717.5861739930665
2023-08-08,3725.5117511996955
2023-08-09,3793.4522599831425
2023-08-10,3736.2014984977695
2023-08-11,3725.7140758133855
2023-08-12,3770.8658394058725
2023-08-13,3769.9388402958243
2023-08-14,3719.3226466299443
2023-08-15,3727.2482238365733
2023-08-16,3795.1887326200203
2023-08-17,3737.9379711346473
2023-08-18,3727.4505484502633
2023-08-19,3772.6023120427503
2023-08-20,3771.675312932702
2023-08-21,3721.059119266822
2023-08-22,3728.984696473451
2023-08-23,3796.925205256898
2023-08-24,3739.674443771525
2023-08-25,3729.187021087141
2023-08-26,3774.338784679628
2023-08-27,3773.41178556958
2023-08-28,3722.7955919037
2023-08-29,3730.721169110329
2023-08-30,3798.661677893776
2023-08-31,3741.410916408403
2023-09-01,3730.923493724019
2023-09-02,3776.075257316506
2023-09-03,3775.1482582064577
2023-09-04,3724.5320645405777
2023-09-05,3732.4576417472067
2023-09-06,3800.3981505306538
2023-09-07,3743.1473890452808
2023-09-08,3732.6599663608968
2023-09-09,3777.8117299533837
2023-09-10,3776.8847308433355
2023-09-11,3726.2685371774555
2023-09-12,3734.1941143840845
2023-09-13,3802.1346231675316
2023-09-14,3744.8838616821586
2023-09-15,3734.3964389977746
2023-09-16,3779.5482025902616
2023-09-17,3778.6212034802134
2023-09-18,3728.0050098143333
2023-09-19,3735.9305870209623
2023-09-20,3803.8710958044094
2023-09-21,3746.6203343190364
2023-09-22,3736.1329116346524
2023-09-23,3781.2846752271394
2023-09-24,3780.357676117091
2023-09-25,3729.741482451211
2023-09-26,3737.66705965784
2023-09-27,3805.607568441287
2023-09-28,3748.356806955914
2023-09-29,3737.86938427153
2023-09-30,3783.021147864017
2023-10-01,3782.094148753969
2023-10-02,3731.477955088089
2023-10-03,3739.403532294718
2023-10-04,3807.344041078165
2023-10-05,3750.093279592792
2023-10-06,3739.605856908408
2023-10-07,3784.757620500895
2023-10-08,3783.8306213908468
2023-10-09,3733.2144277249668
2023-10-10,3741.1400049315957
2023-10-11,3809.080513715043
2023-10-12,3751.82975222967
2023-10-13,3741.342329545286
2023-10-14,3786.494093137773
2023-10-15,3785.5670940277246
2023-10-16,3734.9509003618446
2023-10-17,3742.8764775684735
2023-10-18,3810.8169863519206
2023-10-19,3753.5662248665476
2023-10-20,3743.0788021821636
2023-10-21,3788.2305657746506
2023-10-22,3787.3035666646024
2023-10-23,3736.6873729987224
2023-10-24,3744.6129502053514
2023-10-25,3812.5534589887984
2023-10-26,3755.3026975034254
2023-10-27,3744.8152748190414
2023-10-28,3789.9670384115284
2023-10-29,3789.04003930148
2023-10-30,3738.4238456356
2023-10-31,3746.349422842229
2023-11-01,3814.289931625676
2023-11-02,3757.039170140303
2023-11-03,3746.551747455919
2023-11-04,3791.703511048406
2023-11-05,3790.776511938358
2023-11-06,3740.160318272478
2023-11-07,3748.085895479107
2023-11-08,3816.026404262554
2023-11-09,3758.775642777181
2023-11-10,3748.288220092797
2023-11-11,3793.439983685284
2023-11-12,3792.512984575236
2023-11-13,3741.896790909356
2023-11-14,3749.822368115985
2023-11-15,3817.762876899432
2023-11-16,3760.512115414059
2023-11-17,3750.024692729675
2023-11-18,3795.176456322162
2023-11-19,3794.2494572121136
2023-11-20,3743.6332635462336
2023-11-21,3751.5588407528626
2023-11-22,3819.4993495363096
2023-11-23,3762.2485880509366
2023-11-24,3751.7611653665526
2023-11-25,3796.9129289590396
2023-11-26,3795.9859298489914
2023-11-27,3745.3697361831114
2023-11-28,3753.2953133897404
2023-11-29,3821.2358221731874
2023-11-30,3763.9850606878144
2023-12-01,3753.4976380034304
2023-12-02,3798.6494015959174
2023-12-03,3797.722402485869
2023-12-04,3747.106208819989
2023-12-05,3755.031786026618
2023-12-06,3822.9722948100653
2023-12-07,3765.7215333246922
2023-12-08,3755.2341106403082
2023-12-09,3800.3858742327952
2023-12-10,3799.458875122747
2023-12-11,3748.842681456867
2023-12-12,3756.768258663496
2023-12-13,3824.708767446943
2023-12-14,3767.45800596157
2023-12-15,3756.970583277186
2023-12-16,3802.122346869673
2023-12-17,3801.195347759625
2023-12-18,3750.579154093745
2023-12-19,3758.504731300374
2023-12-20,3826.445240083821
2023-12-21,3769.194478598448
2023-12-22,3758.707055914064
2023-12-23,3803.858819506551
2023-12-24,3802.9318203965026
2023-12-25,3752.3156267306226
2023-12-26,3760.2412039372516
2023-12-27,3828.1817127206987
2023-12-28,3770.9309512353257
2023-12-29,3760.4435285509417
2023-12-30,3805.5952921434287
2023-12-31,3804.6682930333805
2024-01-01,3754.0520993675004
2024-01-02,3761.9776765741294
2024-01-03,3829.9181853575765
2024-01-04,3772.6674238722035
2024-01-05,3762.1800011878195
2024-01-06,3807.3317647803065
2024-01-07,3806.4047656702583
2024-01-08,3755.7885720043782
2024-01-09,3763.714149211007
2024-01-10,3831.6546579944543
2024-01-11,3774.4038965090813
2024-01-12,3763.9164738246973
2024-01-13,3809.0682374171843
2024-01-14,3808.141238307136
2024-01-15,3757.525044641256
2024-01-16,3765.450621847885
2024-01-17,3833.391130631332
2024-01-18,3776.140369145959
2024-01-19,3765.652946461575
2024-01-20,3810.804710054062
2024-01-21,3809.877710944014
2024-01-22,3759.261517278134
2024-01-23,3767.187094484763
2024-01-24,3835.12760326821
2024-01-25,3777.876841782837
2024-01-26,3767.389419098453
2024-01-27,3812.54118269094
2024-01-28,3811.6141835808917
2024-01-29,3760.9979899150117
2024-01-30,3768.9235671216406
2024-01-31,3836.8640759050877
2024-02-01,3779.6133144197147
2024-02-02,3769.1258917353307
2024-02-03,3814.2776553278177
2024-02-04,3813.3506562177695
2024-02-05,3762.7344625518895
2024-02-06,3770.6600397585185
2024-02-07,3838.6005485419655
2024-02-08,3781.3497870565925
2024-02-09,3770.8623643722085
2024-02-10,3816.0141279646955
2024-02-11,3815.0871288546473
2024-02-12,3764.4709351887673
2024-02-13,3772.3965123953963
2024-02-14,3840.3370211788433
2024-02-15,3783.0862596934703
2024-02-16,3772.5988370090863
2024-02-17,3817.7506006015733
2024-02-18,3816.823601491525
2024-02-19,3766.207407825645
2024-02-20,3774.132985032274
2024-02-21,3842.073493815721
2024-02-22,3784.822732330348
2024-02-23,3774.335309645964
2024-02-24,3819.487073238451
2024-02-25,3818.560074128403
2024-02-26,3767.943880462523
2024-02-27,3775.869457669152
2024-02-28,3843.809966452599
2024-02-29,3786.559204967226
2024-03-01,3776.071782282842
2024-03-02,3821.223545875329
2024-03-03,3820.2965467652807
2024-03-04,3769.6803530994007
2024-03-05,3777.6059303060297
2024-03-06,3845.5464390894767
2024-03-07,3788.2956776041037
2024-03-08,3777.8082549197197
2024-03-09,3822.9600185122067
2024-03-10,3822.0330194021585
2024-03-11,3771.4168257362785
2024-03-12,3779.3424029429075
2024-03-13,3847.2829117263545
2024-03-14,3790.0321502409815
2024-03-15,3779.5447275565975
2024-03-16,3824.6964911490845
2024-03-17,3823.7694920390363
2024-03-18,3773.1532983731563
2024-03-19,3781.0788755797853
2024-03-20,3849.0193843632323
2024-03-21,3791.7686228778593
2024-03-22,3781.2812001934753
2024-03-23,3826.4329637859623
2024-03-24,3825.505964675914
2024-03-25,3774.889771010034
2024-03-26,3782.815348216663
2024-03-27,3850.75585700011
2024-03-28,3793.505095514737
2024-03-29,3783.017672830353
2024-03-30,3828.16943642284
2024-03-31,3827.242437312792
2024-04-01,3776.626243646912
2024-04-02,3784.551820853541
2024-04-03,3852.492329636988
2024-04-04,3795.241568151615
2024-04-05,3784.754145467231
2024-04-06,3829.905909059718
2024-04-07,3828.9789099496697
2024-04-08,3778.3627162837897
2024-04-09,3786.2882934904187
2024-04-10,3854.2288022738658
2024-04-11,3796.9780407884928
2024-04-12,3786.4906181041088
2024-04-13,3831.6423816965957
2024-04-14,3830.7153825865475
2024-04-15,3780.0991889206675
2024-04-16,3788.0247661272965
2024-04-17,3855.9652749107436
2024-04-18,3798.7145134253706
2024-04-19,3788.2270907409866
2024-04-20,3833.3788543334736
2024-04-21,3832.4518552234254
2024-04-22,3781.8356615575453
2024-04-23,3789.7612387641743
2024-04-24,3857.7017475476214
2024-04-25,3800.4509860622484
2024-04-26,3789.9635633778644
2024-04-27,3835.1153269703514
2024-04-28,3834.188327860303
2024-04-29,3783.572134194423
2024-04-30,3791.497711401052
2024-05-01,3859.438220184499
2024-05-02,3802.187458699126
2024-05-03,3791.700036014742
2024-05-04,3836.851799607229
2024-05-05,3835.924800497181
2024-05-06,3785.308606831301
2024-05-07,3793.23418403793
2024-05-08,3861.174692821377
2024-05-09,3803.923931336004
2024-05-10,3793.43650865162
2024-05-11,3838.588272244107
